vacancy_id,name,salary_from,salary_to,salary_currency,experience,schedule,employment,area,employer_name,professional_roles,key_skills,published_at,url,search_query
129565109,Электрик-электронщик,,,,noExperience,fullDay,full,Владивосток,Владхлеб,Электромонтажник,,2026-02-09T06:20:23+0300,https://hh.ru/vacancy/129565109,электроника
126898353,Инженер-электронщик,180000,,RUR,between1And3,fullDay,full,Новосибирск,ЦЭПР,"Инженер-электроник, инженер-электронщик",,2026-02-09T06:17:30+0300,https://hh.ru/vacancy/126898353,электроника
127921465,Инженер-электронщик,80000,,RUR,between1And3,fullDay,full,Липецк,A2,"Инженер-электроник, инженер-электронщик",,2026-02-09T05:45:27+0300,https://hh.ru/vacancy/127921465,электроника
122580027,Инженер-электроник/схемотехник,100000,,RUR,between3And6,fullDay,full,Березовский (Свердловская область),ТПП Спектрон,"Инженер-электроник, инженер-электронщик","Схемотехника электронного оборудования,Аналитическое мышление,Ответственность,Чтение чертежей",2026-02-09T07:29:07+0300,https://hh.ru/vacancy/122580027,электроника
130148091,Инженер-электроник (схемотехник),113000,,RUR,between1And3,fullDay,full,Челябинск,"ТЕКО, Научно-производственная компания","Инженер-электроник, инженер-электронщик","Схемотехника электронного оборудования,Макетирование,Altium Designer,ЕСКД,Техническая документация",2026-02-09T07:03:42+0300,https://hh.ru/vacancy/130148091,электроника
129655186,Сервисный инженер-электроник (Офис),120000,,RUR,between1And3,fullDay,full,Москва,Сервисный центр Транстелематика,"Сервисный инженер, инженер-механик","Чтение электросхем,Автоматизированное рабочее место (АРМ),Пользователь ПК,Планирование карьеры,Паяльная станция,термовоздушная паяльная станция,электрическиe схемы,электро-измерительная аппаратура,мультиметр,Схемотехника электронного оборудования,Элементы",2026-02-09T12:29:34+0300,https://hh.ru/vacancy/129655186,электроника
129431303,Инженер-электроник (группа АСУТП),,,,between1And3,fullDay,full,Воронеж,Формматериалы,"Инженер-конструктор, инженер-проектировщик",,2026-02-09T12:34:51+0300,https://hh.ru/vacancy/129431303,электроника
130138104,Инженер-электроник/инженер электронной техники,90000,90000,RUR,between1And3,flexible,full,Саранск,Сарансккабель-Оптика,"Инженер-электроник, инженер-электронщик","Схемотехника электронного оборудования,Чтение электрических схем",2026-02-09T16:26:55+0300,https://hh.ru/vacancy/130138104,электроника
129375100,Продавец-консультант в магазин электроники,80000,130000,RUR,between1And3,fullDay,full,Армавир,CMstore,"Продавец-консультант, продавец-кассир","Навыки продаж,Работа в команде,Грамотная речь,Консультативные продажи,Консультирование клиентов,Пользователь ПК,Работа с клиентами,Работа с оргтехникой,Прямые продажи,Консультирование клиентов по телефону,Обслуживание покупателей",2026-02-09T16:15:00+0300,https://hh.ru/vacancy/129375100,электроника
129521869,Инженер-электроник (Ремонтная служба),63000,63440,RUR,between1And3,fullDay,full,Ярославль,РН-Маркетинг,"Инженер-электроник, инженер-электронщик",,2026-02-09T11:34:09+0300,https://hh.ru/vacancy/129521869,электроника
129723327,Инженер-электроник (Ремонтная служба),59000,62000,RUR,between1And3,fullDay,full,Шарья,РН-Маркетинг,"Инженер-электроник, инженер-электронщик",,2026-02-09T11:33:37+0300,https://hh.ru/vacancy/129723327,электроника
129347273,Старший менеджер Wildberries электроника,200000,,RUR,between3And6,fullDay,full,Москва,TopComputer,"Менеджер по маркетингу, интернет-маркетолог",,2026-02-09T11:09:26+0300,https://hh.ru/vacancy/129347273,электроника
129744975,Категорийный менеджер направления электроники,,,,between1And3,fullDay,full,Екатеринбург,Бьюти-ретейлер Золотое Яблоко,Менеджер по закупкам,"Заключение договоров,Категорийный менеджмент,Аналитика продаж,Мониторинг рынка,Работа с поставщиками",2026-02-09T10:36:40+0300,https://hh.ru/vacancy/129744975,электроника
130216532,Инженер-электроник,,105000,RUR,between1And3,fullDay,full,Москва,ГНПП РЕГИОН,"Инженер-электроник, инженер-электронщик",,2026-02-08T16:03:41+0300,https://hh.ru/vacancy/130216532,электроника
129507172,Инженер-электроник (зарядные станции),,,,between1And3,fullDay,full,Москва,Технопарк цвет,"Инженер-электроник, инженер-электронщик","Чтение электросхем,Проектирование систем электроснабжения,Нормативно-техническая документация,Выполнение технического надзора,Обращение с технической документацией,Разработка технической документации,Разработка проектной документации",2026-02-09T10:22:33+0300,https://hh.ru/vacancy/129507172,электроника
130216286,Инженер-электроник,,110000,RUR,between1And3,fullDay,full,Москва,ГНПП РЕГИОН,"Инженер-электроник, инженер-электронщик",,2026-02-08T16:00:41+0300,https://hh.ru/vacancy/130216286,электроника
130287779,Инженер-электроник / Инженер КИПиА / Радиотехник,46000,55000,RUR,noExperience,fullDay,full,Самара,Поверин Вадим,"Инженер-электроник, инженер-электронщик","Пользователь ПК,Монтаж оборудования,Электроника,Работа на высоте",2026-02-09T14:24:22+0300,https://hh.ru/vacancy/130287779,электроника
92426143,Инженер-электронщик ( программирование микроконтроллеров ),,,,between3And6,fullDay,full,Москва,БВТ БАРЬЕР РУС,"Программист, разработчик",,2026-02-09T17:13:20+0300,https://hh.ru/vacancy/92426143,электроника
130260931,Инженер-электроник,70000,,RUR,between1And3,fullDay,full,Ковров,ВНИИ Сигнал,"Инженер-электроник, инженер-электронщик",,2026-02-08T15:53:02+0300,https://hh.ru/vacancy/130260931,электроника
129476607,Инженер-электроник,90000,,RUR,between1And3,fullDay,full,Москва,Сервисный центр лифтового хозяйства,"Инженер-конструктор, инженер-проектировщик",,2026-02-08T15:04:14+0300,https://hh.ru/vacancy/129476607,электроника
129272036,Инженер-электроник (оборудование ЧПУ),80000,,RUR,between1And3,fullDay,full,Нижний Новгород,"Буревестник, АО ЦНИИ","Инженер-электроник, инженер-электронщик",,2026-02-09T09:52:22+0300,https://hh.ru/vacancy/129272036,электроника
130048689,Инженер-электроник,90000,120000,RUR,moreThan6,fullDay,full,Геленджик,ABC Lighting,"Инженер-электроник, инженер-электронщик","Схемотехника электронного оборудования,Диагностика неисправностей,Чтение электрических схем",2026-02-08T15:08:22+0300,https://hh.ru/vacancy/130048689,электроника
104057044,Менеджер проектов (разработка электроники),,,,between1And3,fullDay,full,Москва,НВП «Болид»,Руководитель проектов,Руководство проектами,2026-02-09T09:22:36+0300,https://hh.ru/vacancy/104057044,электроника
130269988,Автокурьер электроники и аксессуаров,142000,195000,RUR,noExperience,fullDay,part,Москва,Скареднов Иван Андреевич,Курьер,"Ответственность,Курьерская доставка,Работоспособность,Пунктуальность,Исполнительность,Ориентация по карте,Стрессоустойчивость,Целеустремленность",2026-02-09T09:24:40+0300,https://hh.ru/vacancy/130269988,электроника
129306113,Ведущий инженер разработчик электроники,,,,between1And3,fullDay,full,Москва,Калашников,"Инженер-электроник, инженер-электронщик","Altium Designer,SolidWorks,Компас 3D,Atlassian Jira,Atlassian Confluence",2026-02-09T09:17:47+0300,https://hh.ru/vacancy/129306113,электроника
129618345,Инженер-электронщик (cхемотехник/программист микроконтроллеров),,300000,RUR,between3And6,fullDay,full,Москва,Волга,"Инженер-электроник, инженер-электронщик","KiCAD,Знание микроконтроллеров STM32,Владение средой разработки программного кода IAR,БПЛА",2026-02-09T20:30:45+0300,https://hh.ru/vacancy/129618345,электроника
129921860,Инженер-электроник,89700,101660,RUR,between3And6,fullDay,full,Улан-Удэ,Программный Инжиниринг и Технологии,Сетевой инженер,"Офисная техника,Администрирование,Adobe Acrobat,Adobe Reader,MS Dos",2026-02-08T14:23:11+0300,https://hh.ru/vacancy/129921860,электроника
129585117,Электронщик/ Сервисный инженер,70000,,RUR,between1And3,fullDay,full,Кемерово,Восхождение,"Мастер по ремонту оборудования, техники",,2026-02-09T10:15:56+0300,https://hh.ru/vacancy/129585117,электроника
130231859,Инженер КИПиА (электронщик),100000,120000,RUR,between3And6,fullDay,full,Новосибирск,Альфа Инжиниринг,"Инженер-электроник, инженер-электронщик","Монтаж электрошкафов,Промышленные контроллеры,Частотные преобразователи,Работа со слесарным инструментом",2026-02-09T10:13:44+0300,https://hh.ru/vacancy/130231859,электроника
129157068,Ведущий инженер-электронщик,85000,125000,RUR,between3And6,fullDay,full,Екатеринбург,Пумори-энергия,"Инженер-электроник, инженер-электронщик",,2026-02-09T10:00:39+0300,https://hh.ru/vacancy/129157068,электроника
129769719,Продавец-консультант в магазин электроники Geekchoice,70000,160000,RUR,between1And3,shift,full,Белгород,Гришковей Григорий Александрович,"Продавец-консультант, продавец-кассир","Активные продажи,Грамотная речь,Прямые продажи,Консультативные продажи",2026-02-09T17:24:21+0300,https://hh.ru/vacancy/129769719,электроника
130262754,Инженер-электроник АСУТП,86000,,RUR,between1And3,fullDay,full,Комсомольск-на-Амуре,РН-Комсомольский НПЗ,"Инженер-конструктор, инженер-проектировщик",,2026-02-09T01:37:47+0300,https://hh.ru/vacancy/130262754,электроника
130262755,Инженер-электроник АСУТП,86000,,RUR,between1And3,fullDay,full,Хабаровск,РН-Комсомольский НПЗ,"Инженер-конструктор, инженер-проектировщик",,2026-02-09T01:37:47+0300,https://hh.ru/vacancy/130262755,электроника
130262756,Инженер-электроник АСУТП,86000,,RUR,between1And3,fullDay,full,Иркутск,РН-Комсомольский НПЗ,"Инженер-конструктор, инженер-проектировщик",,2026-02-09T01:37:47+0300,https://hh.ru/vacancy/130262756,электроника
129025453,Ведущий инженер (электронщик),,,,between3And6,fullDay,full,Санкт-Петербург,Научно-исследовательский институт точной механики (НИИ ТМ),"Инженер-конструктор, инженер-проектировщик",,2026-02-09T09:24:01+0300,https://hh.ru/vacancy/129025453,электроника
123016295,Ведущий инженер-электроник (схемотехник),140000,,RUR,between3And6,fullDay,full,Нижний Новгород,"Буревестник, АО ЦНИИ","Инженер-электроник, инженер-электронщик",,2026-02-09T08:05:22+0300,https://hh.ru/vacancy/123016295,электроника
126797162,Специалист по оценке техники и электроники,120000,180000,RUR,noExperience,fullDay,full,Москва,Победа Персонал,Другое,"Агрессивные продажи,Сопровождение клиентов,Работа с возражениями,Ведение переговоров,Консультативные продажи,Диагностика неисправностей",2026-02-09T16:38:22+0300,https://hh.ru/vacancy/126797162,электроника
129940320,Мастер по ремонту электроники,50000,200000,RUR,between3And6,fullDay,full,Новосибирск,СпецСервис54,"Сервисный инженер, инженер-механик","Ремонт электроники,Знание программного обеспечения,Ремонт измерительного оборудования,Пайка,Работа с ПО,Программирование,Работа с клиентами,Работа с документацией",2026-02-09T07:38:29+0300,https://hh.ru/vacancy/129940320,электроника
127097029,Менеджер (оптовые продажи электроники),70000,70000,RUR,between1And3,fullDay,full,Симферополь,Патрон Сервис Крым,"Менеджер по продажам, менеджер по работе с клиентами",,2026-02-09T07:58:57+0300,https://hh.ru/vacancy/127097029,электроника
127784018,Инженер-электронщик (программист),200000,,RUR,between3And6,fullDay,full,Казань,ГК Аванти,"Инженер-электроник, инженер-электронщик",,2026-02-09T09:07:15+0300,https://hh.ru/vacancy/127784018,электроника
128128190,Слесарь КИПиА (электронщик),,95000,RUR,between1And3,shift,full,Ростов-на-Дону,Европласт-Дон,"Слесарь, сантехник","КИПиА,Энергетика,Чтение электросхем,Электрические системы и слаботочные системы,до 1000 Вт,электросхема",2026-02-09T08:59:48+0300,https://hh.ru/vacancy/128128190,электроника
129750463,Ведущий менеджер по маркетплейсам (электроника),130000,200000,RUR,between1And3,fullDay,full,Москва,Манн-Рудницкая Екатерина Геннадьевна,"Менеджер по продажам, менеджер по работе с клиентами","Аналитика маркетплейсов,Инструменты маркетплейсов,1С,Работа с CRM,Конкурентная аналитика,Сводные таблицы,Маркетплейсы,Работа с большим объемом информации,Анализ продаж",2026-02-09T11:54:51+0300,https://hh.ru/vacancy/129750463,электроника
130000911,Инженер-электроник,,120000,RUR,between1And3,fullDay,full,Долгопрудный (Московская область),Многопрофильное Производственное предприятие,"Инженер-электроник, инженер-электронщик","Станки ЧПУ,Умение читать чертежи,Разработка 3D-моделей",2026-02-08T10:41:33+0300,https://hh.ru/vacancy/130000911,электроника
129511966,"Продакт-менеджер (компьютерная периферия, электроника)",,,,moreThan6,fullDay,full,Москва,БИЗНЕС-ФАБРИКА,Товаровед,"Английский язык,Ведение переговоров,Анализ рынка,Товароведение",2026-02-09T11:31:58+0300,https://hh.ru/vacancy/129511966,электроника
117576540,Ведущий инженер-схемотехник (силовая электроника),100000,200000,RUR,between3And6,fullDay,full,Санкт-Петербург,ТМХ ТМ,"Инженер-электроник, инженер-электронщик",,2026-02-09T11:29:18+0300,https://hh.ru/vacancy/117576540,электроника
129693089,Инженер-электроник,,,,between1And3,fullDay,full,Выборг,ЭвоКом,"Инженер-электроник, инженер-электронщик",,2026-02-08T10:09:24+0300,https://hh.ru/vacancy/129693089,электроника
129561888,Инженер-электроник (Советский район),100000,,RUR,noExperience,fullDay,full,Новосибирск,НПО Цифровые регуляторы,"Инженер-электроник, инженер-электронщик",,2026-02-09T05:58:09+0300,https://hh.ru/vacancy/129561888,электроника
129580335,Инженер выходного контроля производства (электроника),,220000,RUR,between3And6,fullDay,full,Долгопрудный (Московская область),Wiren Board,Инженер по качеству,"Контроль качества,Linux,Python",2026-02-09T10:37:59+0300,https://hh.ru/vacancy/129580335,электроника
129580240,Инженер выходного контроля производства (электроника),,220000,RUR,between3And6,fullDay,full,Москва,Wiren Board,Инженер по качеству,"Контроль качества,Linux,Python",2026-02-09T10:37:18+0300,https://hh.ru/vacancy/129580240,электроника
127219430,Ведущий инженер-схемотехник (силовая электроника),,,,between3And6,fullDay,full,Зеленоград,НПЦ НИИ Микроприборов,"Инженер-электроник, инженер-электронщик","Чтение электрических схем,Разработка электросхем,Разработка технической документации,Испытания электрооборудования",2026-02-09T10:06:27+0300,https://hh.ru/vacancy/127219430,электроника
127219432,Ведущий инженер-схемотехник (силовая электроника),,,,between3And6,fullDay,full,Москва,НПЦ НИИ Микроприборов,"Инженер-электроник, инженер-электронщик","Чтение электрических схем,Разработка электросхем,Разработка технической документации,Испытания электрооборудования",2026-02-09T10:06:20+0300,https://hh.ru/vacancy/127219432,электроника
129685760,Инженер-электроник,,,,between1And3,fullDay,full,Волгодонск,"АЭМ-технологии, Инжиниринговая компания",Другое,,2026-02-08T08:22:05+0300,https://hh.ru/vacancy/129685760,электроника
129359942,Продавец-консультант умной техники и электроники,100000,,RUR,between3And6,shift,full,Томск,2droida,"Продавец-консультант, продавец-кассир","Клиентоориентированность,Интерес к сфере электроники,Выявление потребностей,Работа в команде",2026-02-09T13:21:51+0300,https://hh.ru/vacancy/129359942,электроника
129334898,Сервисный инженер (ремонт инверторной электроники),150000,250000,RUR,between1And3,fullDay,full,Москва,КЕДР,"Инженер-электроник, инженер-электронщик","Схемотехника электронного оборудования,Диагностика,Электротехника,умение читать электрические схемы,ремонт сварочного оборудования,ремонт на компонентном уровне,ремонт инверторов",2026-02-09T09:21:37+0300,https://hh.ru/vacancy/129334898,электроника
128654009,Инженер-электроник,,,,between3And6,flyInFlyOut,full,Новосибирск,АРЕАЛ,"Инженер-электроник, инженер-электронщик",,2026-02-08T07:10:52+0300,https://hh.ru/vacancy/128654009,электроника
129301543,Начальник отдела разработки электроники ОКБ,,,,moreThan6,fullDay,full,Москва,Калашников,"Инженер-конструктор, инженер-проектировщик","Altium Designer,SolidWorks,Компас 3D,Atlassian Jira,Atlassian Confluence,Gitlab",2026-02-09T09:17:43+0300,https://hh.ru/vacancy/129301543,электроника
130015271,Руководитель по маркетингу (E-commerce / Электроника),,500000,RUR,moreThan6,fullDay,full,Москва,Аликсон,Директор по маркетингу и PR (CMO),"E-Commerce,Маркетинговый анализ,Бюджетирование,Digital Marketing,Планирование маркетинговых кампаний,Стратегия Развития,Руководство коллективом",2026-02-09T12:52:15+0300,https://hh.ru/vacancy/130015271,электроника
130293276,Инженер-электронщик (поверитель средств измерений),,,,between3And6,fullDay,full,Екатеринбург,Инженерный экологический центр Диагностика,"Инженер-электроник, инженер-электронщик","Техническое обслуживание,3 группа по электробезопасности,Мобильность,Ремонтные работы,КИПиА",2026-02-09T16:09:12+0300,https://hh.ru/vacancy/130293276,электроника
125115664,Ведущий инженер-схемотехник (аналоговая электроника),,,,between3And6,fullDay,full,Иваново (Ивановская область),Нейрософт,"Инженер-электроник, инженер-электронщик","Altium Designer,LTSpiсe,аналоговая схемотехника",2026-02-09T08:42:26+0300,https://hh.ru/vacancy/125115664,электроника
126384540,Ведущий инженер-электроник (автоматизация производства),,,,between3And6,fullDay,full,Иваново (Ивановская область),Нейрософт,"Инженер-электроник, инженер-электронщик","Автоматизированное тестирование,Altium Designer,LTSpiсe,C,аналоговая схемотехника,цифровая схемотехника",2026-02-09T08:42:32+0300,https://hh.ru/vacancy/126384540,электроника
128735204,Заместитель руководителя отдела радиоэлектроники / Ведущий инженер-электроник,180000,,RUR,moreThan6,fullDay,full,Санкт-Петербург,Анвиком,"Инженер-электроник, инженер-электронщик","разработка радиоэлектронных систем,Руководство коллективом,Управление ресурсами,Altium Designer",2026-02-09T15:54:50+0300,https://hh.ru/vacancy/128735204,электроника
130292467,Инженер-электронщик Участка телеметрических систем,85000,115000,RUR,noExperience,fullDay,full,Уфа,"БУРИНТЕХ, НПП",Инженер ПНР,,2026-02-09T15:54:29+0300,https://hh.ru/vacancy/130292467,электроника
129929528,Инженер-электронщик,120000,120000,RUR,between1And3,shift,full,Казань,Смайл Парк,"Инженер-электроник, инженер-электронщик","Схемотехника электронного оборудования,Диагностика неисправностей,Закупка оборудования,Контроль состояния оборудования",2026-02-08T16:38:36+0300,https://hh.ru/vacancy/129929528,электроника
129602835,"Инженер-электронщик (разработка DECT, радиооборудование)",150000,220000,RUR,moreThan6,fullDay,full,Санкт-Петербург,Тракт,"Инженер-электроник, инженер-электронщик","Разработка электросхем,Схемотехника электронного оборудования,Микроконтроллеры,DECT,Altium Designer,ЕСКД",2026-02-09T14:55:02+0300,https://hh.ru/vacancy/129602835,электроника
107286931,Старший Инженер-электронщик (схемотехник),,,,between1And3,fullDay,full,Санкт-Петербург,"Электрон, НИПК","Инженер-электроник, инженер-электронщик","AltiumDesigner,Or-CAD,Программирование микроконтроллеров,Контрольно-измерительное оборудование",2026-02-09T10:27:45+0300,https://hh.ru/vacancy/107286931,электроника
129717687,Инженер-электронщик,60000,,RUR,between1And3,fullDay,full,Иваново (Ивановская область),Филиал ДжиЭс медикал сервис,"Инженер-электроник, инженер-электронщик","Ремонт электрооборудования,Диагностика неисправностей,Эксплуатация электрооборудования,Организация безопасной эксплуатации оборудования",2026-02-08T15:28:00+0300,https://hh.ru/vacancy/129717687,электроника
121853261,Продавец-консультант электроники,112500,,RUR,noExperience,fullDay,full,Москва,Победа Персонал,"Продавец-консультант, продавец-кассир",,2026-02-08T17:20:54+0300,https://hh.ru/vacancy/121853261,электроника
130287103,Мастер по ремонту электроники/инженер сервисного центра,110000,120000,RUR,between1And3,fullDay,full,Санкт-Петербург,ГК ВИЗАВИ Консалт,"Сервисный инженер, инженер-механик","Модульный ремонт техники,Ремонт цифровой техники,Диагностика неисправностей,Пайка",2026-02-09T14:10:47+0300,https://hh.ru/vacancy/130287103,электроника
129314686,Инженер-электроник/разработчик,,,,between3And6,fullDay,full,Санкт-Петербург,Кравт,"Инженер-электроник, инженер-электронщик","Altium Designer,Цифровая-схемотехника,Аналоговая схемотехника,Работа в команде,Электроника,Английский — A2 — Элементарный",2026-02-08T16:53:01+0300,https://hh.ru/vacancy/129314686,электроника
76595173,Инженер-электронщик (начинающий специалист),100000,,RUR,noExperience,fullDay,full,Ростов-на-Дону,"САРМАТ, НПП","Инженер-конструктор, инженер-проектировщик","Пользователь ПК,Техническое обслуживание,Контроль исправности оборудования",2026-02-09T09:46:00+0300,https://hh.ru/vacancy/76595173,электроника
128999902,Менеджер по продажам услуг производства электроники,,,,between1And3,fullDay,full,Санкт-Петербург,GS Group,"Менеджер по продажам, менеджер по работе с клиентами","Активные продажи,Телефонные переговоры,Деловое общение,Теплые продажи,Анализ конкурентной среды,Холодные продажи,Консультирование клиентов,Поиск и привлечение клиентов,Подготовка коммерческих предложений,Планирование продаж,Заключение договоров,Работа с CRM,Стратегия продаж,Выявление потребностей,Работа на выставках,Мониторинг рынка,Оптимизация воронки продаж,Прогнозирование продаж,Деловая переписка,Битрикс24,Установление контакта",2026-02-09T11:09:26+0300,https://hh.ru/vacancy/128999902,электроника
130270512,Инженер - схемотехник / Инженер - электронщик,,,,between1And3,fullDay,full,Москва,ОКБ Аэрокосмические системы,"Инженер-электроник, инженер-электронщик",,2026-02-09T09:33:14+0300,https://hh.ru/vacancy/130270512,электроника
129970713,Инженер-электронщик (электроник) со знанием контроллеров Allen Bradley,250000,250000,RUR,between3And6,fullDay,full,Санкт-Петербург,ЭСАБ-СВЭЛ,"Инженер-электроник, инженер-электронщик","Ввод оборудования в эксплуатацию,Чтение чертежей,Организация безопасной эксплуатации оборудования,Контроль состояния оборудования,Чтение электрических схем,Нормативно-техническая документация,Программирование промышленных контроллеров,Разработка программ автоматизации оборудования,Работа с преобразователями частоты,АСУТП",2026-02-09T16:25:59+0300,https://hh.ru/vacancy/129970713,электроника
130284491,Инженер-электронщик / Специалист по ремонту промышленной электроники,110000,180000,RUR,between3And6,fullDay,full,Санкт-Петербург,Маляренко Даниил Валерьевич,"Инженер-электроник, инженер-электронщик","Схемотехника электронного оборудования,Чтение электросхем,Чтение электрических схем,Диагностика неисправностей,Ремонт электрооборудования,Станки ЧПУ",2026-02-09T13:24:26+0300,https://hh.ru/vacancy/130284491,электроника
128555729,Ведущий инженер-электроник группы станочного оборудования,110000,,RUR,between1And3,fullDay,full,Санкт-Петербург,НИИЭФА им. Д.В. Ефремова,"Инженер-электроник, инженер-электронщик",,2026-02-09T10:14:54+0300,https://hh.ru/vacancy/128555729,электроника
112070839,Инженер-электронщик (инженерно-техническая служба),,,,between3And6,fullDay,full,Балашиха (Московская область),НИИИ,"Инженер-конструктор, инженер-проектировщик","AutoCAD,Техническая документация,Навыки составления отчетности,Разработка инструкций,Техническая грамотность,Эксплуатация и техническое обсуживание оборудования,Разработка перспективных планов,Разработка текущих планов (графиков) работы",2026-02-09T13:20:25+0300,https://hh.ru/vacancy/112070839,электроника
126948384,Ведущий инженер-электроник отдела главного механика,101469,,RUR,between1And3,fullDay,full,Щекино,Газэнергосервис,"Инженер-электроник, инженер-электронщик",,2026-02-09T09:44:06+0300,https://hh.ru/vacancy/126948384,электроника
129698571,"Инженер-электронщик (Пензенская область, г. Белинский)",170000,,RUR,between1And3,fullDay,full,Ульяновск,ANCOR,"Инженер-электроник, инженер-электронщик","Схемотехника электронного оборудования,Диагностика неисправностей,Автоматизация технологических процессов,Техническое обслуживание,Чтение электрических схем,Ремонт электрооборудования,Обращение с технической документацией,Обслуживание электрооборудования,Эксплуатация электрооборудования",2026-02-09T16:45:07+0300,https://hh.ru/vacancy/129698571,электроника
129698570,"Инженер-электронщик (Пензенская область, г. Белинский)",170000,,RUR,between1And3,fullDay,full,Саранск,ANCOR,"Инженер-электроник, инженер-электронщик","Схемотехника электронного оборудования,Диагностика неисправностей,Автоматизация технологических процессов,Техническое обслуживание,Чтение электрических схем,Ремонт электрооборудования,Обращение с технической документацией,Обслуживание электрооборудования,Эксплуатация электрооборудования",2026-02-09T16:44:33+0300,https://hh.ru/vacancy/129698570,электроника
129698569,"Инженер-электронщик (Пензенская область, г. Белинский)",170000,,RUR,between1And3,fullDay,full,Саратов,ANCOR,"Инженер-электроник, инженер-электронщик","Схемотехника электронного оборудования,Диагностика неисправностей,Автоматизация технологических процессов,Техническое обслуживание,Чтение электрических схем,Ремонт электрооборудования,Обращение с технической документацией,Обслуживание электрооборудования,Эксплуатация электрооборудования",2026-02-09T16:43:54+0300,https://hh.ru/vacancy/129698569,электроника
129696605,"Инженер-электронщик (Пензенская область, г. Белинский)",170000,,RUR,between1And3,fullDay,full,Тамбов,ANCOR,"Инженер-электроник, инженер-электронщик","Контроль состояния оборудования,Диагностика неисправностей,Чтение электросхем,АСУ ТП,Автоматизация технологических процессов,Чтение электрических схем,Ремонт электрооборудования,Нормативно-техническая документация,Электротехнические работы,Обслуживание электрооборудования,Эксплуатация электрооборудования",2026-02-09T16:43:17+0300,https://hh.ru/vacancy/129696605,электроника
115525957,Ведущий инженер-схемотехник /Ведущий инженер-электроник,199000,199000,RUR,moreThan6,fullDay,full,Санкт-Петербург,ПО Элтехника,"Инженер-электроник, инженер-электронщик","Altium Desinger,Cortex,STM32,HMI",2026-02-09T09:23:41+0300,https://hh.ru/vacancy/115525957,электроника
130113585,Директор салона бытовой техники и электроники,90000,,RUR,between1And3,fullDay,full,Пыть-Ях,RBT.ru,"Директор магазина, директор сети магазинов",,2026-02-09T09:22:56+0300,https://hh.ru/vacancy/130113585,электроника
129298779,Ведущий инженер-электроник,,,,between3And6,fullDay,full,Москва,КБ НАВИС,"Инженер-электроник, инженер-электронщик","Деловая переписка,ЕСКД,ГОСТ",2026-02-08T14:04:31+0300,https://hh.ru/vacancy/129298779,электроника
126607599,Старший инженер по эксплуатации промышленной электроники,,,,between3And6,fullDay,full,Москва,Кондитерско-булочный комбинат Черёмушки,"Инженер-электроник, инженер-электронщик","Техническая эксплуатация,Техническое обслуживание,Разработка технической документации,Контроль исправности оборудования,Ремонт оборудования,Техническое обслуживание оборудования,Поверка контрольно-измерительных приборов",2026-02-09T08:50:52+0300,https://hh.ru/vacancy/126607599,электроника
128949810,Инженер-электроник ГРП,343000,420000,RUR,between3And6,flyInFlyOut,full,Сургут,Пакер Сервис,"Инженер-электроник, инженер-электронщик",,2026-02-08T13:46:59+0300,https://hh.ru/vacancy/128949810,электроника
129918209,Инженер-разработчик электроники,150000,250000,RUR,between3And6,fullDay,full,Балашиха (Московская область),Саблайн Сервис,"Инженер-электроник, инженер-электронщик","STM32,STM8,Разработка встроенного ПО,Программирование микроконтроллеров,Embedded-разработчик,C/C++,Keil",2026-02-08T13:21:03+0300,https://hh.ru/vacancy/129918209,электроника
128909409,Инженер КИПиА/Инженер-электроник промышленного оборудования,106000,126000,RUR,between1And3,shift,full,Челябинск,Модерн Гласс,"Инженер-электроник, инженер-электронщик",,2026-02-09T08:15:06+0300,https://hh.ru/vacancy/128909409,электроника
129799837,Инженер-электроник I категории,70000,,RUR,between1And3,fullDay,full,Владимир,Владимирский хлебокомбинат,"Инженер-электроник, инженер-электронщик",,2026-02-08T21:02:12+0300,https://hh.ru/vacancy/129799837,электроника
129911632,Сервисный инженер - электроник,,99000,RUR,between1And3,fullDay,full,Екатеринбург,"УМС РУС, представительство CAME в России","Инженер-электроник, инженер-электронщик","Пользователь ПК,Работа в команде,Работа с оргтехникой,Internet,Исполнение личных поручений руководителя,Local IP access networks,TCP/IP,пайка,Английский язык,Домофония",2026-02-08T11:32:58+0300,https://hh.ru/vacancy/129911632,электроника
130262009,Менеджер по продажам электроники,150000,,RUR,noExperience,fullDay,full,Москва,Заложных Никита Олегович,Другое,"Активные продажи,Консультирование клиентов,Построение воронки продаж,Телефонные переговоры,Стратегия продаж,Анализ конкурентной среды,Интернет-маркетинг,Планирование продаж",2026-02-08T20:09:37+0300,https://hh.ru/vacancy/130262009,электроника
130245755,"Специалист по оптовым закупкам товаров (Б\у электроника, электроинструмент)",250000,,RUR,between1And3,remote,full,Новосибирск,Федеральная сеть комиссионных магазинов SMart,Менеджер по закупкам,"Закупки,B2B Продажи,Работа с ТМЦ,Анализ рынка,Ведение переговоров,Деловая коммуникация,Логистика поставок,Заключение договоров,Мониторинг цен,Контроль поставок,Документальное сопровождение,Аналитическое мышление,Деловое общение,Планирование закупок,Битрикс24,Навыки переговоров",2026-02-09T15:09:47+0300,https://hh.ru/vacancy/130245755,электроника
130071192,Инженер-электронщик,115000,115000,RUR,between1And3,fullDay,full,Тольятти,Энергосервис,"Инженер-электроник, инженер-электронщик",,2026-02-08T08:29:03+0300,https://hh.ru/vacancy/130071192,электроника
