skill_name,vacancy_count,avg_salary_from,avg_salary_to,salary_currency,search_query
Международные рынки,2,,,,"материаловедение,электроника"
Расчеты с поставщиками и подрядчиками,2,120000,120000,RUR,"аддитивные технологии,материаловедение"
Планирование ресурсов,2,,,,"материаловедение,металлургия"
Непрерывное производство,2,95000,,RUR,"материаловедение,нанотехнологии"
Финансовый контроль,2,70000,64000,RUR,"материаловедение,металлургия"
Электронная почта,2,80000,64000,RUR,"материаловедение,энергетика"
Технологии электронной промышленности,2,80000,120000,RUR,"аддитивные технологии,материаловедение"
Продуктовая стратегия,2,130000,,RUR,"data scientist,материаловедение"
Основы маркетинга,2,90000,150000,RUR,"аддитивные технологии,материаловедение"
Риск-менеджмент,2,130000,,RUR,"информатика и вычислительная техника,материаловедение"
Ценообразование,2,80000,,RUR,"материаловедение,металлургия"
Техническое обслуживание инженерных систем,2,80000,80000,RUR,"материаловедение,энергетика"
Метрология,2,,,,"материаловедение,электроника"
Технологические карты,2,160000,,RUR,"горное дело,материаловедение"
Кросс-продажи,2,100000,,RUR,"аддитивные технологии,металлургия"
Кассовые документы,2,51350,47700,RUR,металлургия
стрессоустойчивость,2,100000,,RUR,"горное дело,металлургия"
инженер,2,121000,121000,RUR,металлургия
Решение конфликтов,2,121000,121000,RUR,металлургия
Windows Movie Maker,2,121000,121000,RUR,металлургия
Деловое лидерство,2,121000,121000,RUR,металлургия
Microsoft Windows,2,121000,121000,RUR,металлургия
avtocad,2,121000,121000,RUR,металлургия
MSOffice,2,121000,121000,RUR,металлургия
Презентабельность,2,121000,121000,RUR,металлургия
Отличное знание ПК,2,121000,121000,RUR,металлургия
Мотивированность на результат,2,121000,121000,RUR,металлургия
работа с текущей базой клиентов,2,105425,205425,RUR,"аддитивные технологии,металлургия"
Без опыта,2,,37243,RUR,металлургия
Создание и развитие клиентской базы,2,117500,225000,RUR,металлургия
Гибкость,2,117500,225000,RUR,металлургия
Трудовое законодательство РФ,2,170000,,RUR,"горное дело,металлургия"
Формирование бюджета,2,125000,,RUR,металлургия
Работа с ключевыми клиентами,2,100000,500000,RUR,металлургия
Организация деловых встреч,2,100000,500000,RUR,металлургия
Мониторинг цен,2,165000,,RUR,"металлургия,электроника"
Работа в режиме многозадачности,2,97800,134000,RUR,"металлургия,экология промышленная"
1С: Зарплата и кадры,2,80000,,RUR,"информатика и вычислительная техника,металлургия"
Закупка товаров и услуг,2,40000,,RUR,"информатика и вычислительная техника,металлургия"
Управление закупками,2,150000,150000,RUR,"металлургия,энергетика"
Бережная эксплуатация оборудования и инструментов,2,51800,51800,RUR,"аддитивные технологии,металлургия"
Финансовое планирование,2,98200,174600,RUR,"информатика и вычислительная техника,металлургия"
Микроэлектроника,2,145000,,RUR,"нанотехнологии,электроника"
Фотоника,2,145000,,RUR,"нанотехнологии,электроника"
Планирование рабочего времени,2,220000,,RUR,горное дело
MicroMain,2,,,,горное дело
маркшейдерское дело,2,,,,горное дело
Опыт работы в команде,2,165000,,RUR,"горное дело,электроника"
Маркшейдерское дело,2,,,,горное дело
Деловые коммуникации,2,60000,90000,RUR,"аддитивные технологии,горное дело"
Внутренняя документация,2,61500,81500,RUR,горное дело
Товароведение,2,60000,,RUR,"горное дело,электроника"
Геодезическая съемка,2,200000,,RUR,горное дело
Отчетность,2,65000,,RUR,"горное дело,информатика и вычислительная техника"
Строительная документация,2,160000,,RUR,горное дело
Машинист электровоза подземный 4 разряда (угольная шахта),2,180000,,RUR,горное дело
Адаптация персонала,2,115000,,RUR,"аддитивные технологии,горное дело"
автокад,2,,,,горное дело
Прогнозирование спроса,2,88139,88139,RUR,"data scientist,горное дело"
Ведение архива,2,81500,73000,RUR,"горное дело,энергетика"
Оперативное принятие решений,2,250000,250000,RUR,"горное дело,энергетика"
разработка инструкций по охране труда,2,85750,1700,RUR,"горное дело,экология промышленная"
С#,2,,,,"machine learning инженер,информатика и вычислительная техника"
XML,2,,,,информатика и вычислительная техника
REST,2,150000,,RUR,"DevOps,информатика и вычислительная техника"
Продвинутый пользователь ПК,2,65750,,RUR,"информатика и вычислительная техника,экология промышленная"
Желание развиваться,2,41000,,RUR,"информатика и вычислительная техника,электроника"
Публичные выступления,2,83000,,RUR,информатика и вычислительная техника
Системы видеонаблюдения,2,135000,135000,RUR,информатика и вычислительная техника
ITIL,2,180000,,RUR,"DevOps,информатика и вычислительная техника"
CMake,2,,,,"DevOps,информатика и вычислительная техника"
Shell Scripting,2,,,,"DevOps,информатика и вычислительная техника"
ARM,2,,,,"информатика и вычислительная техника,электроника"
Средства криптографической защиты информации,2,105000,,RUR,информатика и вычислительная техника
Project management,2,,72000,RUR,"machine learning инженер,информатика и вычислительная техника"
Scrum,2,,72000,RUR,"machine learning инженер,информатика и вычислительная техника"
Охрана объекта,2,75000,90000,RUR,информатика и вычислительная техника
Simulink,2,,,,информатика и вычислительная техника
Eclipse IDE,2,,,,информатика и вычислительная техника
SVN,2,,,,информатика и вычислительная техника
Pascal,2,,,,информатика и вычислительная техника
Контроль доступа,2,40000,,RUR,информатика и вычислительная техника
Обеспечение антивирусной защиты,2,34500,45000,RUR,информатика и вычислительная техника
Техническая поддержка пользователей,2,65000,,RUR,"аддитивные технологии,информатика и вычислительная техника"
Групповое обучение,2,,,,"информатика и вычислительная техника,электроника"
Детская психология,2,,,,информатика и вычислительная техника
Общая психология,2,,,,информатика и вычислительная техника
Умение расставлять приоритеты,2,57500,,RUR,"информатика и вычислительная техника,электроника"
Active Directory,2,52500,62500,RUR,информатика и вычислительная техника
Настройка DNS,2,52500,62500,RUR,информатика и вычислительная техника
Цифровая трансформация,2,85000,69000,RUR,информатика и вычислительная техника
VipNet,2,60000,69000,RUR,"DevOps,информатика и вычислительная техника"
Защита персональных данных,2,44500,57000,RUR,информатика и вычислительная техника
Управление информационной безопасностью,2,29000,45000,RUR,информатика и вычислительная техника
Аналитика,2,110000,,RUR,информатика и вычислительная техника
Product Management,2,110000,,RUR,"data scientist,информатика и вычислительная техника"
Обновление конфигурации 1С,2,80000,,RUR,информатика и вычислительная техника
SCADA,2,94729,,RUR,информатика и вычислительная техника
MS Windows,2,82857,,RUR,"информатика и вычислительная техника,экология промышленная"
Сетевые протоколы,2,80000,,RUR,"DevOps,информатика и вычислительная техника"
Автоматизация производства,2,,103900,RUR,"информатика и вычислительная техника,электроника"
MS Visio,2,180000,200000,RUR,"machine learning инженер,информатика и вычислительная техника"
Разработка пользовательской документации,2,190000,200000,RUR,"аддитивные технологии,информатика и вычислительная техника"
Разработка внутренней документации,2,180000,200000,RUR,"информатика и вычислительная техника,экология промышленная"
Оценка рисков,2,,,,информатика и вычислительная техника
Обеспечение качества программного обеспечения,2,,60000,RUR,информатика и вычислительная техника
Сбор и обработка документов,2,,60000,RUR,информатика и вычислительная техника
компьютерная техника,2,,60000,RUR,информатика и вычислительная техника
Настройка АРМ,2,,60000,RUR,информатика и вычислительная техника
технический английский,2,200000,,RUR,электроника
Навыки работы с электроприводом,2,200000,,RUR,электроника
программирование плк,2,200000,,RUR,электроника
Обслуживание оборудования,2,200000,,RUR,электроника
PROFINET,2,200000,,RUR,электроника
PROFIBUS,2,200000,,RUR,электроника
Чтение пневмосхем,2,200000,,RUR,электроника
HMI,2,199000,199000,RUR,электроника
Знание компьютера,2,56350,47700,RUR,электроника
Желание обучаться,2,85000,100000,RUR,"электроника,энергетика"
Электротехника,2,107500,250000,RUR,электроника
Макетирование,2,113000,,RUR,электроника
электрическиe схемы,2,125000,,RUR,электроника
мультиметр,2,125000,,RUR,электроника
Консультирование клиентов по телефону,2,80000,130000,RUR,электроника
Проектирование систем электроснабжения,2,80000,80000,RUR,"электроника,энергетика"
Ремонт электроники,2,74000,200000,RUR,электроника
Пайка,2,80000,160000,RUR,электроника
Аналитика маркетплейсов,2,90000,175000,RUR,"аддитивные технологии,электроника"
Инструменты маркетплейсов,2,90000,175000,RUR,"аддитивные технологии,электроника"
E-Commerce,2,,500000,RUR,"data scientist,электроника"
Планирование маркетинговых кампаний,2,70000,500000,RUR,"аддитивные технологии,электроника"
LTSpiсe,2,,,,электроника
C,2,,,,электроника
Управление ресурсами,2,180000,,RUR,"data scientist,электроника"
Модульный ремонт техники,2,118000,120000,RUR,электроника
STM32,2,174500,224500,RUR,электроника
Интернет-маркетинг,2,125000,,RUR,"аддитивные технологии,электроника"
Контроль поставок,2,250000,,RUR,электроника
Знание основ электротехники,2,187000,,RUR,электроника
электроники,2,187000,,RUR,электроника
радиотехники,2,187000,,RUR,электроника
Радиоэлектроника,2,85000,,RUR,электроника
Способность анализировать проблемы,2,65000,130000,RUR,"экология промышленная,электроника"
силовая электроника,2,150000,,RUR,электроника
Работа с технической документацией,2,125000,170000,RUR,"электроника,энергетика"
Проведение проверок,2,,,,электроника
Общение,2,,,,электроника
Испытания,2,,,,электроника
ИБП,2,120000,,RUR,"электроника,энергетика"
Технический склад ума,2,160000,170000,RUR,энергетика
Желание работать и развиваться,2,60000,150000,RUR,"экология промышленная,энергетика"
Вентиляция и кондиционирование,2,88000,80000,RUR,"экология промышленная,энергетика"
Первичная документация,2,110000,120000,RUR,"аддитивные технологии,энергетика"
ЦОД,2,,,,"machine learning инженер,энергетика"
Знание норм по электробезопасности,2,150000,155000,RUR,энергетика
Полевые работы,2,125000,,RUR,"экология промышленная,энергетика"
Проведение внутренних расследований,2,,,,экология промышленная
Разработка программ по предотвращению производственного травматизма,2,140000,,RUR,экология промышленная
Знание законодательства РФ,2,80750,,RUR,экология промышленная
Эколог,2,,154000,RUR,экология промышленная
Разработка рабочей документации,2,,,,экология промышленная
Autodesk AutoCAD,2,,,,экология промышленная
Расчеты,2,,,,экология промышленная
Работа с нормативной документацией,2,,,,экология промышленная
Ответственность и исполнительность,2,,,,экология промышленная
Интеграл-Эколог,2,,,,экология промышленная
Экологические расчеты,2,,,,экология промышленная
Раздел ПМООС,2,,,,экология промышленная
Раздел ООС,2,,,,экология промышленная
Том ОВОС,2,,,,экология промышленная
Проект ОВОС,2,,,,экология промышленная
Проект СЗЗ,2,,,,экология промышленная
Государственная экологическая экспертиза,2,,,,экология промышленная
Перечень мероприятий по охране окружающей среды,2,,,,экология промышленная
Оценка воздействия на окружающую среду,2,,,,экология промышленная
Общественные обсуждения,2,,,,экология промышленная
Постановление Правительства РФ №87,2,,,,экология промышленная
B2G продажи,2,80000,210000,RUR,"аддитивные технологии,экология промышленная"
MS Outlook,2,,,,экология промышленная
Разработка программ по улучшению условий труда,2,,,,экология промышленная
Знание технологий добычи нефти и природного газа,2,,,,экология промышленная
1С: Предприятие,2,50000,80000,RUR,экология промышленная
Управление разработкой,2,50000,80000,RUR,экология промышленная
аддитивные технологии,2,100000,195000,RUR,аддитивные технологии
Обучаемость,2,80000,120000,RUR,аддитивные технологии
3D-печать,2,80000,,RUR,аддитивные технологии
Настройка принтеров,2,65000,60000,RUR,аддитивные технологии
SLA,2,100000,,RUR,"DevOps,аддитивные технологии"
Обеспечение жизнедеятельности офиса,2,,,,аддитивные технологии
Прием посетителей,2,,,,аддитивные технологии
Сетевые технологии,2,240000,325000,RUR,DevOps
DevSecOps,2,190000,265000,RUR,DevOps
Yandex Cloud,2,225000,300000,RUR,DevOps
Nexus,2,300000,420000,RUR,DevOps
k8s,2,3500,,USD,DevOps
Kibana,2,,,,DevOps
SRE,2,,,,DevOps
Node.js,2,,,,DevOps
Istio,2,,,,DevOps
Makefile,2,,,,DevOps
FIrewall,2,150000,,RUR,DevOps
Keycloak,2,275000,400000,RUR,"DevOps,machine learning инженер"
SSH,2,120000,,RUR,DevOps
Squid,2,,,,DevOps
Виртуализация,2,120000,,RUR,DevOps
Работа с юридическими лицами,2,,,,DevOps
Symfony,2,,,,DevOps
Amazon Web Services,2,,,,DevOps
SIP,2,175000,,RUR,"DevOps,machine learning инженер"
GitHub,2,150000,,RUR,"DevOps,machine learning инженер"
YOLO,2,200000,350000,RUR,"data scientist,machine learning инженер"
ROS,2,150000,,RUR,machine learning инженер
Reinforcement Learning,2,,,,machine learning инженер
Embeddings,2,250000,,RUR,machine learning инженер
ONNX,2,,,,"data scientist,machine learning инженер"
BERT,2,,270000,RUR,"data scientist,machine learning инженер"
React,2,,,,machine learning инженер
Системы мониторинга сетей,2,85000,,RUR,machine learning инженер
asyncio,2,,,,machine learning инженер
quadrant,2,,,,machine learning инженер
pgvector,2,,,,machine learning инженер
llm api,2,,,,machine learning инженер
Hive,2,350000,,RUR,"data scientist,machine learning инженер"
langgraph,2,,,,machine learning инженер
prompt engineering,2,,,,machine learning инженер
system design,2,,,,machine learning инженер
ООП,2,,,,"data scientist,machine learning инженер"
transformers,2,,,,"data scientist,machine learning инженер"
SciPy,2,70000,100000,RUR,"data scientist,machine learning инженер"
TTS,2,,,,"data scientist,machine learning инженер"
STT,2,,,,"data scientist,machine learning инженер"
Power BI,2,,,,data scientist
Transformers,2,275000,350000,RUR,data scientist
LangChain,2,250000,350000,RUR,data scientist
Эконометрика,2,70000,100000,RUR,data scientist
CV,2,,,,data scientist
Olap (online analytical processing),2,,,,data scientist
SASRec,2,,,,data scientist
CTR,2,,,,data scientist
collaborative filtering,2,,,,data scientist
NoSQL,2,150000,,RUR,data scientist
Statistics,2,100000,150000,RUR,data scientist
Jupyter Notebook,2,100000,150000,RUR,data scientist
Apache Hive,2,,,,data scientist
LangGraph,2,,,,data scientist
Валидация моделей,2,,,,data scientist
Модельный риск,2,,,,data scientist
Написание научных текстов,1,50000,100000,RUR,материаловедение
Работа с планограммой,1,87000,,RUR,материаловедение
Организация и контроль работы персонала,1,87000,,RUR,материаловедение
Наличные средства,1,87000,,RUR,материаловедение
Лояльность,1,85000,85000,RUR,материаловедение
химик-синтетик,1,97700,143000,RUR,материаловедение
органическая химия,1,97700,143000,RUR,материаловедение
химик-технолог,1,97700,143000,RUR,материаловедение
оборудование для химического синтеза,1,97700,143000,RUR,материаловедение
Сварка,1,65000,70000,RUR,материаловедение
Solid Edge,1,100000,,RUR,материаловедение
продажа оборудования,1,127000,230000,RUR,материаловедение
лабораторное оборудование,1,127000,230000,RUR,материаловедение
аналитическое оборудование,1,127000,230000,RUR,материаловедение
продажа лабораторного оборудования,1,127000,230000,RUR,материаловедение
ведение базы клиентов,1,127000,230000,RUR,материаловедение
Общение с производителями,1,,,,материаловедение
Проведение семинаров,1,,,,материаловедение
Колористика,1,140000,,RUR,материаловедение
Знание технического устройства и опыт ремонта легковых автомобилей,1,140000,,RUR,материаловедение
Краскопульт,1,140000,,RUR,материаловедение
опыт работы в 1 С,1,80000,90000,RUR,материаловедение
Бизнес-планирование,1,80000,200000,RUR,материаловедение
MS Internet,1,,,,материаловедение
CAD/САМ-системы,1,,250000,RUR,материаловедение
SLM,1,,250000,RUR,материаловедение
SLS,1,,250000,RUR,материаловедение
АСУ,1,,165000,RUR,материаловедение
Обслуживание бытовой техники,1,78400,134400,RUR,материаловедение
Оформление блюд,1,78400,134400,RUR,материаловедение
Хозяйственное обеспечение магазина,1,85000,,RUR,материаловедение
CFD,1,,,,материаловедение
Выездное обслуживание оборудования,1,80000,,RUR,материаловедение
Проектный менеджмент,1,127500,,RUR,материаловедение
Тренинги,1,130000,,RUR,материаловедение
Командообразование,1,130000,,RUR,материаловедение
Современная розница,1,130000,,RUR,материаловедение
Адаптация,1,130000,,RUR,материаловедение
Продвижение бренда,1,130000,,RUR,материаловедение
Retail,1,130000,,RUR,материаловедение
Fashion Design,1,130000,,RUR,материаловедение
Fashion Trends,1,130000,,RUR,материаловедение
Аккуратность,1,42897,61276,RUR,материаловедение
внимательность,1,42897,61276,RUR,материаловедение
исполнительность,1,42897,61276,RUR,материаловедение
дисциплинированность,1,42897,61276,RUR,материаловедение
организованность,1,42897,61276,RUR,материаловедение
ответственно,1,42897,61276,RUR,материаловедение
Транспортная накладная,1,80000,,RUR,материаловедение
Учет отпусков,1,80000,,RUR,материаловедение
Управление погрузчиком,1,80000,,RUR,материаловедение
Терминал сбора данных,1,80000,,RUR,материаловедение
Перевод технической документации,1,150000,180000,RUR,материаловедение
Autodesk Inventor,1,150000,180000,RUR,материаловедение
Pro100,1,150000,200000,RUR,материаловедение
Гребенюк,1,150000,200000,RUR,материаловедение
умение работать с дорогим продуктом,1,150000,200000,RUR,материаловедение
премиум-мебель,1,,,,материаловедение
мебельное производство,1,,,,материаловедение
обработка металлов,1,,,,материаловедение
знание свойств пластика,1,,,,материаловедение
свойства тканей,1,,,,материаловедение
нитеплетение,1,,,,материаловедение
полимерные материалы,1,,,,материаловедение
металл-ионные аккумуляторы,1,,,,материаловедение
физико-химический анализ,1,,,,материаловедение
Органический синтез,1,85000,125000,RUR,материаловедение
Испытательное оборудование,1,85000,125000,RUR,материаловедение
руководство научными направлениями и проектами,1,,,,материаловедение
управление научным проектом,1,,,,материаловедение
подготовка публикаций,1,,,,материаловедение
Стоматология,1,100000,,RUR,материаловедение
Разработка дизайн-концепции,1,,,,материаловедение
Стратегия развития архитектуры,1,,,,материаловедение
дизайн экстерьера,1,,,,материаловедение
1C: ERP,1,150000,,RUR,материаловедение
Дизайн интерьера,1,35000,70000,RUR,материаловедение
3ds Max,1,35000,70000,RUR,материаловедение
ArchiCAD,1,35000,70000,RUR,материаловедение
технолог одежды,1,95000,115000,RUR,материаловедение
ЕСПД,1,50000,,RUR,материаловедение
Организация презентаций,1,200000,,RUR,материаловедение
Навыки телефонных продаж,1,200000,,RUR,материаловедение
Ведение активных клиентов,1,200000,,RUR,материаловедение
проведение переговоров с первыми лицами компании,1,200000,,RUR,материаловедение
Опытный пользователь ПК,1,200000,,RUR,материаловедение
Навыки ведения переговоров,1,200000,,RUR,материаловедение
навыки прямых продаж,1,200000,,RUR,материаловедение
Умение вести переговоры,1,200000,,RUR,материаловедение
подготовка технико-коммерческих предложений,1,200000,,RUR,материаловедение
Умение общаться с людьми,1,200000,,RUR,материаловедение
Желание зарабатывать,1,200000,,RUR,материаловедение
Продажа комплексных проектов,1,200000,,RUR,материаловедение
Фармакологический надзор,1,98000,,RUR,материаловедение
Хранение документов,1,98000,,RUR,материаловедение
Знание препаратов,1,98000,,RUR,материаловедение
Регистрация лекарственных средств,1,98000,,RUR,материаловедение
Сметное дело,1,100000,120000,RUR,материаловедение
КС-2,1,100000,120000,RUR,материаловедение
КС-6а,1,100000,120000,RUR,материаловедение
Строительные расчёты,1,100000,120000,RUR,материаловедение
Знание нормативной документации ГОСТ и СНиП,1,100000,120000,RUR,материаловедение
Разработка должностных инструкций,1,,,,материаловедение
Управление конфликтами,1,,,,материаловедение
Электронный архив,1,,,,материаловедение
Швейная,1,,,,материаловедение
Нефтегазовое оборудование,1,,,,материаловедение
Написание процедур,1,,,,материаловедение
разработка нормативных документов,1,,,,материаловедение
Разработка фирменного стиля,1,138000,,RUR,материаловедение
Иллюстрирование,1,138000,,RUR,материаловедение
Adobe Illustrator,1,138000,,RUR,материаловедение
Знания в области полимеров и процессов переработки.,1,100000,,RUR,материаловедение
Умение вести техническую и технологическую документацию.,1,100000,,RUR,материаловедение
Microsoft Office,1,115000,130000,RUR,материаловедение
Excel,1,115000,130000,RUR,материаловедение
Фрезерные работы,1,100000,150000,RUR,материаловедение
Программирование станков с ЧПУ,1,100000,150000,RUR,материаловедение
ЧПУ,1,100000,150000,RUR,материаловедение
ЧПУ-оборудование,1,100000,150000,RUR,материаловедение
Simens,1,100000,150000,RUR,материаловедение
Fanuc,1,100000,150000,RUR,материаловедение
Диагностика оборудования,1,100000,150000,RUR,материаловедение
Конфекционные карты,1,,,,материаловедение
Нормирование материалов,1,,,,материаловедение
Росаккредитация,1,,,,материаловедение
полимерное сырье,1,250000,400000,RUR,материаловедение
Про100,1,55000,130000,RUR,материаловедение
Adobe InDesign,1,55000,130000,RUR,материаловедение
Опыт работы на производстве,1,140000,163000,RUR,материаловедение
Знание технологии швейного производства,1,,,,материаловедение
Металловедение,1,64500,100500,RUR,материаловедение
Микроструктурный анализ,1,64500,100500,RUR,материаловедение
Металлографический анализ,1,64500,100500,RUR,материаловедение
Ассортиментная матрица,1,,,,материаловедение
Оптимизация производственных процессов,1,,,,материаловедение
Сопровождение договоров подряда,1,140000,,RUR,материаловедение
СНиП,1,140000,,RUR,материаловедение
проектирование мебели,1,150000,230000,RUR,материаловедение
Базис-Мебельщик,1,150000,230000,RUR,материаловедение
Конструирование мебели,1,150000,230000,RUR,материаловедение
Корпусная мебель,1,150000,230000,RUR,материаловедение
Мебельное производство,1,150000,230000,RUR,материаловедение
Фурнитура,1,150000,230000,RUR,материаловедение
Работа с заказчиками,1,150000,230000,RUR,материаловедение
Продажи премиум-сегмента,1,150000,230000,RUR,материаловедение
смета,1,150000,230000,RUR,материаловедение
работа с b2b,1,150000,230000,RUR,материаловедение
дизайн мебели,1,150000,230000,RUR,материаловедение
Монтаж трубопроводов,1,110500,155000,RUR,материаловедение
Технологический аудит,1,,,,материаловедение
Unit-экономика,1,130000,,RUR,материаловедение
UX-исследования,1,130000,,RUR,материаловедение
Разработка продуктовой концепции,1,130000,,RUR,материаловедение
Уникальное торговое предложение,1,130000,,RUR,материаловедение
SOLID,1,120000,172400,RUR,материаловедение
Педантичность,1,50000,300000,RUR,материаловедение
Разработка стратегии продвижения продуктов,1,,,,материаловедение
Управление ассортиментом,1,,,,материаловедение
Бурение скважин,1,120000,,RUR,материаловедение
Анализ эффективности производственных мероприятий,1,,,,материаловедение
ГОСТы,1,,,,материаловедение
Менеджмент качества,1,,,,материаловедение
Анализ воронки продаж,1,,,,металлургия
Материальная ответственность,1,45000,,RUR,металлургия
1C: Предприятие,1,80000,85000,RUR,металлургия
Знание офисных программ,1,80000,85000,RUR,металлургия
Знание 1 С,1,80000,85000,RUR,металлургия
Формирование ассортимента,1,,,,металлургия
Логопедия,1,40000,83000,RUR,металлургия
Дефектология,1,40000,83000,RUR,металлургия
Работа с детьми,1,40000,83000,RUR,металлургия
Логомассаж,1,40000,83000,RUR,металлургия
Логопедический массаж,1,40000,83000,RUR,металлургия
Металлургия,1,90900,90900,RUR,металлургия
MagmaSoft,1,80000,,RUR,металлургия
анализ отраслевых рынков,1,150000,240000,RUR,металлургия
написание аналитических текстов,1,150000,240000,RUR,металлургия
Бюджетирование ФОТ,1,170000,,RUR,металлургия
Нормирование труда,1,170000,,RUR,металлургия
Штатное расписание,1,170000,,RUR,металлургия
Разработка и внедрение системы KPI,1,170000,,RUR,металлургия
Оплата труда,1,170000,,RUR,металлургия
Организационная структура,1,170000,,RUR,металлургия
Написание статей,1,,400000,RUR,металлургия
Разработка стратегии компании,1,500000,1000000,RUR,металлургия
Разработка модели управления,1,500000,1000000,RUR,металлургия
Создание эффективной команды,1,500000,1000000,RUR,металлургия
Цифровизация бизнес-процессов,1,500000,1000000,RUR,металлургия
Улучшение производственных процессов,1,500000,1000000,RUR,металлургия
Улучшению инфраструктурных процессов,1,500000,1000000,RUR,металлургия
Операционное управление компанией,1,500000,1000000,RUR,металлургия
Проектные продажи,1,500000,1000000,RUR,металлургия
Цифровая трансформация бизнеса,1,500000,1000000,RUR,металлургия
Анализ больших массивов информации,1,500000,1000000,RUR,металлургия
Построение корпоративной культуры,1,500000,1000000,RUR,металлургия
Развитие производственных систем,1,500000,1000000,RUR,металлургия
Умение мыслить стратегически,1,500000,1000000,RUR,металлургия
Инженерный склад ума,1,500000,1000000,RUR,металлургия
Развитый эмоциональный интеллект,1,500000,1000000,RUR,металлургия
Предприимчивость,1,43800,56300,RUR,металлургия
Работа на электронных площадках,1,,,,металлургия
Проведение тендеров,1,,,,металлургия
Мониторинг коммерческих и государственных тендеров,1,,,,металлургия
Расчет выбросов парниковых газов,1,,,,металлургия
Знание технологических процессов и оборудования (металлургия,1,,,,металлургия
горнодобывающая отрасль),1,,,,металлургия
Сборочное производство,1,,,,металлургия
Развитие ключевых клиентов,1,80000,,RUR,металлургия
Финансовое моделирование,1,,,,металлургия
Анализ ФХД,1,,,,металлургия
Ремонт автотранспорта,1,50000,70000,RUR,металлургия
Тендеры,1,,,,металлургия
Знание шлифовальной группы ЧПУ,1,100000,130000,RUR,металлургия
Внутренние коммуникации,1,150000,,RUR,металлургия
Закупка материалов,1,150000,,RUR,металлургия
металлургическое оборудование,1,70000,110000,RUR,металлургия
изделия по чертежам,1,70000,110000,RUR,металлургия
Умение работать в режиме многозадачности,1,70000,110000,RUR,металлургия
обучаемость,1,49000,49000,RUR,металлургия
amoCRM,1,80000,250000,RUR,металлургия
Продажа кредитных продуктов,1,80000,,RUR,металлургия
потребительские кредиты,1,80000,,RUR,металлургия
кредитные карты,1,80000,,RUR,металлургия
Финансовый менеджмент,1,80000,,RUR,металлургия
Анализ финансовых показателей,1,80000,,RUR,металлургия
Кредитные договоры,1,80000,,RUR,металлургия
Управление финансами,1,80000,,RUR,металлургия
Краткосрочное бюджетирование и планирование,1,80000,,RUR,металлургия
Формирование управленческой отчетности,1,80000,,RUR,металлургия
Корпоративные финансы,1,80000,,RUR,металлургия
Управленческий учет,1,80000,,RUR,металлургия
Анализ текущих финансовых показателей,1,80000,,RUR,металлургия
Лизинговые операции,1,80000,,RUR,металлургия
Факторинг,1,80000,,RUR,металлургия
Управление ликвидностью компании,1,80000,,RUR,металлургия
Контроль кредиторской задолженности,1,80000,,RUR,металлургия
Управление затратами,1,80000,,RUR,металлургия
фасовка,1,50000,60000,RUR,металлургия
выдув,1,50000,60000,RUR,металлургия
умение работать в команде,1,50000,60000,RUR,металлургия
Организация производства,1,,,,нанотехнологии
Контроль хозяйственной деятельности,1,,,,нанотехнологии
Нанотехнологии,1,140000,,RUR,нанотехнологии
Ansi C++,1,,200000,RUR,нанотехнологии
Embedded,1,,200000,RUR,нанотехнологии
Желание работать и развиваться в области микросистемной техники,1,,,,нанотехнологии
знание хроматографа,1,35000,60000,RUR,нанотехнологии
Flask,1,150000,210000,RUR,нанотехнологии
aiohttp,1,150000,210000,RUR,нанотехнологии
pydantic,1,150000,210000,RUR,нанотехнологии
S3-совместимое хранилище,1,150000,210000,RUR,нанотехнологии
Celery,1,150000,210000,RUR,нанотехнологии
PDK,1,,,,нанотехнологии
PCELL,1,,,,нанотехнологии
Cadence,1,,,,нанотехнологии
DRC/LVS,1,,,,нанотехнологии
SVRF/TVF,1,,,,нанотехнологии
Контроль исполнения решений,1,90000,110000,RUR,горное дело
Проектная деятельность,1,100000,,RUR,горное дело
Уверенный пользователь компьютера,1,100000,,RUR,горное дело
Проектная работа,1,100000,,RUR,горное дело
Умение эффективно планировать свое время,1,100000,,RUR,горное дело
Открытые горные работы,1,,,,горное дело
ПРГР,1,,,,горное дело
Взаимодействие с Ростехнадзором,1,,,,горное дело
Бумажный документооборот,1,60000,90000,RUR,горное дело
