ps_code,name,area,activity_type,reg_number,order_date,responsible_org
30.024,Инженер-исследователь в области судостроения и судоремонта,Судостроение,Проведение исследований по разработке новых технологий в области судостроения и судоремонта,803,2015-12-29,Совет по профессиональным квалификациям в отрасли судостроения и морской техники
28.005,Работник часового производства,Производство машин и оборудования,"Производство часов, приборов времени бытового и специального назначения",804,2015-12-28,"Совет по профессиональным квалификациям торговой, внешнеторговой и по отдельным видам предпринимательской и экономической деятельности"
20.027,Работник по диагностике оборудования электрических сетей методами химического анализа,Электроэнергетика,Диагностика оборудования электрических сетей методами химического анализа,805,2015-12-28,Совет по профессиональным квалификациям в электроэнергетике
20.028,Работник по обслуживанию и ремонту оборудования связи электрических сетей,Электроэнергетика,Техническое обслуживание и ремонт оборудования связи электрических сетей,806,2015-12-29,Совет по профессиональным квалификациям в электроэнергетике
20.029,Работник по метрологическому обеспечению деятельности по передаче и распределению электроэнергии,Электроэнергетика,Метрологическое обеспечение деятельности по передаче и распределению электроэнергии,807,2015-12-28,Совет по профессиональным квалификациям в электроэнергетике
20.030,Работник по техническому обслуживанию и ремонту кабельных линий электропередачи,Электроэнергетика,Техническое обслуживание и ремонт кабельных линий электропередачи,808,2015-12-28,Совет по профессиональным квалификациям в электроэнергетике
10.002,Специалист в области инженерно-геодезических изысканий для градостроительной деятельности,"Архитектура, проектирование, геодезия, топография и дизайн","Организация и выполнение инженерно-геодезических изысканий, управление инженерно-геодезическими изысканиями в градостроительной деятельности",809,2016-06-07,"Совет по профессиональным квалификациям в области инженерных изысканий, градостроительства, архитектурно-строительного проектирования"
10.003,Специалист по проектированию уникальных зданий и сооружений,"Архитектура, проектирование, геодезия, топография и дизайн",Проектирование уникальных зданий и сооружений промышленного и гражданского назначения,810,2015-12-28,"Совет по профессиональным квалификациям в области инженерных изысканий, градостроительства, архитектурно-строительного проектирования"
10.004,Специалист в области экспертизы проектной документации и результатов инженерных изысканий,"Архитектура, проектирование, геодезия, топография и дизайн",Экспертиза проектной документации и результатов инженерных изысканий объектов капитального строительства,811,2016-05-30,"Совет по профессиональным квалификациям в области инженерных изысканий, градостроительства, архитектурно-строительного проектирования"
02.005,Врач-стоматолог,Здравоохранение,Стоматологическая практика,812,2016-05-10,Совет по профессиональным квалификациям в здравоохранении
02.006,Провизор,Здравоохранение,Организация и ведение фармацевтической деятельности в сфере обращения лекарственных средств,813,2016-03-09,Совет по профессиональным квалификациям в области фармации
02.007,Специалист по изготовлению медицинской оптики,Здравоохранение,Изготовление медицинской оптики,814,2016-11-03,Совет по профессиональным квалификациям в здравоохранении
19.033,"Работник по эксплуатации технологических установок редуцирования, учета и распределения газа","Добыча, переработка, транспортировка нефти и газа","Эксплуатация технологических установок редуцирования, учета и распределения газа",815,2017-03-01,Совет по профессиональным квалификациям в нефтегазовом комплексе
13.021,Работник в области виноградарства и виноделия,Сельское хозяйство,Производство винограда и винодельческой продукции,816,2016-09-13,Совет по профессиональным квалификациям агропромышленного комплекса
19.034,Специалист по аварийно-восстановительным и ремонтным работам в газовой отрасли,"Добыча, переработка, транспортировка нефти и газа",Организация аварийно-восстановительных и ремонтных работ на объектах газовой отрасли,817,2017-03-01,Совет по профессиональным квалификациям в нефтегазовом комплексе
10.005,Специалист по благоустройству и озеленению территорий и объектов,"Архитектура, проектирование, геодезия, топография и дизайн","Комплексное благоустройство территорий и объектов городских, сельских поселений и межселенных территорий",818,2015-12-28,Совет по профессиональным квалификациям в жилищно-коммунальном хозяйстве
40.136,"Специалист в области разработки, сопровождения и интеграции технологических процессов и производств в области материаловедения и технологии материалов",Сквозные виды профессиональной деятельности,Создание интегрированных технологических процессов и производств в области материаловедения и технологии материалов и управление ими,819,2015-12-25,Совет по профессиональным квалификациям в машиностроении
19.035,Работник по аварийно-восстановительным и ремонтным работам в газовой отрасли,"Добыча, переработка, транспортировка нефти и газа",Осуществление аварийно-восстановительных и ремонтных работ на объектах газовой отрасли,820,2017-03-01,Совет по профессиональным квалификациям в нефтегазовом комплексе
19.036,"Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата Работник по эксплуатации оборудования по добыче нефти, газа и газового конденсата","Добыча, переработка, транспортировка нефти и газа","Эксплуатация оборудования по добыче нефти, газа и газового конденсата",821,2017-03-13,Совет по профессиональным квалификациям в нефтегазовом комплексе
25.046,"Изготовитель изделий, специзделий из полимерных композиционных материалов методом выкладки и намотки в ракетно-космической промышленности",Ракетно-космическая промышленность,"Изготовление изделий, специзделий и их составных частей в ракетно-космической промышленности",822,2017-01-09,Совет по профессиональным квалификациям в области ракетной техники и космической деятельности
17.035,Инженер-экономист железнодорожного транспорта,Транспорт,Финансово-экономическое обеспечение деятельности структурного подразделения организации железнодорожного транспорта,823,2016-12-23,Совет по профессиональным квалификациям на железнодорожном транспорте
17.036,Работник по обработке поездной информации и перевозочных документов железнодорожного транспорта,Транспорт,"Доставка, прием и обработка поездной информации и перевозочных документов железнодорожного транспорта, управление процессом обработки поездной информации и перевозочных документов железнодорожного тра",824,2016-12-26,Совет по профессиональным квалификациям на железнодорожном транспорте
05.010,Специалист по антидопинговому обеспечению,Физическая культура и спорт,Подготовка и проведение работы в сфере антидопинга,825,2016-02-18,Совет по профессиональным квалификациям в сфере физической культуры и спорта
20.031,Работник по техническому обслуживанию и ремонту воздушных линий электропередачи напряжением 35 кВ и выше,Электроэнергетика,Техническое обслуживание и ремонт воздушных линий электропередачинапряжением 35 кВ и выше,826,2015-12-29,Совет по профессиональным квалификациям в электроэнергетике
19.037,Специалист по защите от коррозии внутренних поверхностей оборудования нефтегазового комплекса,"Добыча, переработка, транспортировка нефти и газа",Защита от коррозии внутренних поверхностей оборудования,827,2015-12-28,Совет по профессиональным квалификациям в нефтегазовом комплексе
20.032,Работник по обслуживанию оборудования подстанций электрических сетей,Электроэнергетика,Обслуживание оборудования подстанций электрических сетей,828,2015-12-29,Совет по профессиональным квалификациям в электроэнергетике
40.137,Дизайнер транспортных средств,Сквозные виды профессиональной деятельности,Дизайн транспортных средств,829,2015-12-29,Совет по профессиональным квалификациям в автомобилестроении
20.033,Работник по управлению качеством производственных активов гидроэнергетических объектов (гидроэлектростанция/ гидроаккумулирующая электростанция),Электроэнергетика,Управление качеством производственных активов гидроэнергетических объектов (гидроэлектростанций/ гидроаккумулирующих электростанций (ГЭС/ГАЭС)),832,2016-02-10,Совет по профессиональным квалификациям в электроэнергетике
02.008,Врач-педиатр участковый,Здравоохранение,Врачебная практика в области педиатрии,833,2017-03-27,Совет по профессиональным квалификациям в здравоохранении
40.138,Оператор мобильной робототехники,Сквозные виды профессиональной деятельности,"Управление, техническое обслуживание и текущий ремонт мобильных робототехнических средств (РТС)",834,2016-03-03,ФГБУ «Всероссийский научно-исследовательский институт труда»
40.139,Специалист по электрохимическим и электрофизическим методам обработки заготовок,Сквозные виды профессиональной деятельности,Технологическая подготовка производства изделий машиностроения с использованием электрохимических и электрофизических методов обработки,835,2016-04-21,Совет по профессиональным квалификациям в машиностроении
10.006,Градостроитель,"Архитектура, проектирование, геодезия, топография и дизайн","Деятельность по развитию территорий, в том числе городов и иных поселений, осуществляемая в виде территориального планирования, градостроительного зонирования, планировки территории",836,2016-03-17,"Совет по профессиональным квалификациям в области инженерных изысканий, градостроительства, архитектурно-строительного проектирования"
16.093,Специалист по строительному контролю систем защиты от коррозии,Строительство и ЖКХ,Строительный контроль в области защиты от коррозии,838,2016-04-13,Совет по профессиональным квалификациям в нефтегазовом комплексе
20.034,Работник по обслуживанию и ремонту оборудования релейной защиты и автоматики электрических сетей,Электроэнергетика,Обслуживание и ремонт оборудования релейной защиты и автоматики электрических сетей,839,2017-06-29,Совет по профессиональным квалификациям в электроэнергетике
06.030,Специалист по защите информации в телекоммуникационных системах и сетях,"Связь, информационные и коммуникационные технологии","Разработка, обеспечение функционирования и менеджмент средств и систем обеспечения защиты средств связи сетей электросвязи от несанкционированного доступа к ним",840,2016-11-03,Совет по профессиональным квалификациям в области информационных технологий
06.031,Специалист по автоматизации информационно-аналитической деятельности,"Связь, информационные и коммуникационные технологии",Автоматизация информационно-аналитической деятельности,841,2016-11-09,Совет по профессиональным квалификациям в области информационных технологий
06.032,Специалист по безопасности компьютерных систем и сетей,"Связь, информационные и коммуникационные технологии",Защита информации в компьютерных системах и сетях,842,2016-11-01,Совет по профессиональным квалификациям в области информационных технологий
06.033,Специалист по защите информации в автоматизированных системах,"Связь, информационные и коммуникационные технологии","Обеспечение безопасности информации в автоматизированных системах, используемых в том числе на объектах критической информационной инфраструктуры, в отношении которых отсутствует необходимость присвое",843,2016-09-15,Совет по профессиональным квалификациям в области информационных технологий
06.034,Специалист по технической защите информации,"Связь, информационные и коммуникационные технологии",Техническая защита информации,844,2016-11-01,Совет по профессиональным квалификациям в области информационных технологий
20.035,Работник по осуществлению функций диспетчера в сфере оперативно-диспетчерского управления в электроэнергетике,Электроэнергетика,Оперативно-диспетчерское управление в электроэнергетике,845,2016-09-29,Совет по профессиональным квалификациям в электроэнергетике
03.010,Тифлосурдопереводчик,Социальное обслуживание,Деятельность по сопровождению и двустороннему переводу на жестовый или тактильный жестовый язык для граждан с одновременным нарушением зрения и слуха,846,2016-10-17,"Совет по профессиональным квалификациям в сфере безопасности труда, социальной защиты и занятости населения"
33.019,Специалист по выставочной деятельности в сфере торгово-промышленных выставок,"Сервис, оказание услуг населению (торговля, техническое обслуживание, ремонт, предоставление персональных услуг, услуги гостеприимства, общественное питание и пр.)",Деятельность по организации торгово-промышленных выставок,847,2016-11-09,"Совет по профессиональным квалификациям торговой, внешнеторговой и по отдельным видам предпринимательской и экономической деятельности"
29.005,Специалист по технологии производства систем в корпусе,"Производство электрооборудования, электронного и оптического оборудования",Технология производства изделий микро- и наноэлектроники по принципу «система в корпусе»,848,2016-09-19,Совет по профессиональным квалификациям в сфере нанотехнологий и микроэлектроники
16.094,Специалист по производству изделий из наноструктурированных изоляционных материалов,Строительство и ЖКХ,Производство изделий из наноструктурированных изоляционных материалов,849,2016-09-19,Совет по профессиональным квалификациям в сфере нанотехнологий и микроэлектроники
29.006,Специалист по проектированию систем в корпусе,"Производство электрооборудования, электронного и оптического оборудования",Проектирование изделий микро- и наноэлектроники типа «система в корпусе»,850,2016-09-15,Совет по профессиональным квалификациям в сфере нанотехнологий и микроэлектроники
29.007,Специалист по проектированию микро- и наноразмерных электромеханических систем,"Производство электрооборудования, электронного и оптического оборудования","Проектирование и разработка устройств, приборов на основе микро- и наноразмерных электромеханических систем",851,2016-09-15,Совет по профессиональным квалификациям в сфере нанотехнологий и микроэлектроники
29.008,Специалист по технологии производства микро- и наноразмерных электромеханических систем,"Производство электрооборудования, электронного и оптического оборудования",Технология производства микро- и наноразмерных электромеханических систем,852,2016-09-15,Совет по профессиональным квалификациям в сфере нанотехнологий и микроэлектроники
16.095,Специалист в области производства бетонов с наноструктурирующими компонентами,Строительство и ЖКХ,Производство бетонов с наноструктурирующими компонентами,853,2016-09-19,Совет по профессиональным квалификациям в сфере нанотехнологий и микроэлектроники
16.096,"Инженер-технолог в области анализа, разработки и испытаний бетонов с наноструктурирующими компонентами",Строительство и ЖКХ,Проектирование состава бетонов с наноструктурирующими компонентами,854,2016-09-13,Совет по профессиональным квалификациям в сфере нанотехнологий и микроэлектроники
16.097,Специалист в области производства наноструктурированных лаков и красок,Строительство и ЖКХ,Производство водно-дисперсионных наноструктурированных лаков и красок,855,2016-09-15,Совет по профессиональным квалификациям в сфере нанотехнологий и микроэлектроники
16.098,"Инженер-технолог в области анализа, разработки и испытаний наноструктурированных лаков и красок",Строительство и ЖКХ,Разработка и испытания наноструктурированных лаков и красок с заданными свойствами,856,2016-09-15,Совет по профессиональным квалификациям в сфере нанотехнологий и микроэлектроники
33.020,Специалист логистического планирования и контроля механизированной уборки городских территорий и территорий объектов недвижимости,"Сервис, оказание услуг населению (торговля, техническое обслуживание, ремонт, предоставление персональных услуг, услуги гостеприимства, общественное питание и пр.)","Формирование эффективной системы оказания услуг профессиональной уборки городских территорий и территорий объектов недвижимости, включающих в себя территории улиц, подъездов к объектам, проездов, пере",857,2016-09-13,Совет по профессиональным квалификациям в жилищно-коммунальном хозяйстве
08.027,Специалист по платежным услугам,Финансы и экономика,Предоставление платежных услуг клиентам,858,2016-11-14,Совет по профессиональным квалификациям финансового рынка
08.028,Актуарий,Финансы и экономика,Актуарная деятельность,859,2016-11-18,Совет по профессиональным квалификациям финансового рынка
03.011,Специалист по оказанию государственных услуг в области занятости населения,Социальное обслуживание,Предоставление государственных услуг в области занятости населения,860,2016-11-28,"Совет по профессиональным квалификациям в сфере безопасности труда, социальной защиты и занятости населения"
20.036,Работник по обслуживанию и ремонту оборудования автоматизированных систем управления технологическими процессами в электрических сетях,Электроэнергетика,"Обслуживание и ремонт оборудования автоматизированных систем управления технологическими процессами электрических подстанций, автоматизированных систем технологического управления, интеллектуальных си",861,2016-12-19,Совет по профессиональным квалификациям в электроэнергетике
16.099,Машинист катка,Строительство и ЖКХ,Выполнение механизированных работ с применением самоходных и полуприцепных катков,862,2016-12-06,Совет по профессиональным квалификациям в строительстве
16.100,Машинист автогудронатора,Строительство и ЖКХ,Выполнение механизированных работ с применением автогудронатора,863,2016-12-06,Совет по профессиональным квалификациям в строительстве
16.101,Машинист битумоплавильной передвижной установки,Строительство и ЖКХ,Выполнение механизированных работ с применением битумоплавильной передвижной установки,864,2016-12-06,Совет по профессиональным квалификациям в строительстве
16.102,Машинист машин для транспортировки бетонных смесей,Строительство и ЖКХ,Выполнение механизированных работ с применением бетоносмесителя передвижного с различным объемом замеса и автобетоновоза,865,2016-12-06,Совет по профессиональным квалификациям в строительстве
16.103,Машинист щебнераспределителя,Строительство и ЖКХ,Выполнение механизированных работ с применением щебнераспределителя,866,2016-12-06,Совет по профессиональным квалификациям в строительстве
08.029,Специалист по организации персонифицированного учета пенсионных прав застрахованных лиц,Финансы и экономика,Организация индивидуального (персонифицированного) учета пенсионных прав застрахованных лиц,867,2015-10-29,Совет по профессиональным квалификациям финансового рынка
08.030,Специалист по организации администрирования страховых взносов,Финансы и экономика,Организация администрирования страховых взносов,868,2015-10-28,Совет по профессиональным квалификациям финансового рынка
08.031,Специалист по организации назначения и выплаты пенсии,Финансы и экономика,Установление и выплата пенсий и иных выплат,869,2015-10-28,Совет по профессиональным квалификациям финансового рынка
08.032,Специалист по организации и установлению выплат социального характера,Финансы и экономика,Организация и установление выплат социального характера,870,2015-10-28,Совет по профессиональным квалификациям финансового рынка
17.037,Специалист по безопасности движения и эксплуатации железнодорожного транспорта,Транспорт,Контроль безопасности движения и эксплуатации железнодорожного транспорта,871,2017-01-09,Совет по профессиональным квалификациям на железнодорожном транспорте
17.038,"Специалист по оперативному руководству колонной локомотивных бригад тягового подвижного состава, бригад специального железнодорожного подвижного состава, машинистами кранов на железнодорожном ходу",Транспорт,"Оперативное руководство локомотивными бригадами тягового подвижного состава, бригадами специального железнодорожного подвижного состава, машинистами кранов на железнодорожном ходу",872,2016-12-23,Совет по профессиональным квалификациям на железнодорожном транспорте
25.047,Инженер-конструктор датчиковой аппаратуры в ракетно-космической промышленности,Ракетно-космическая промышленность,Разработка датчикопреобразующей аппаратуры (далее – ДПА) для изделий ракетно-космической промышленности (далее – РКП),873,2017-01-09,Совет по профессиональным квалификациям в области ракетной техники и космической деятельности
25.048,Инженер-исследователь по прочности летательных аппаратов в ракетно-космической технике при силовом и температурном воздействиях,Ракетно-космическая промышленность,Проведение расчетно-экспериментальных исследований по прочности летательных аппаратов в ракетно-космической технике,874,2017-01-09,Совет по профессиональным квалификациям в области ракетной техники и космической деятельности
25.049,Инженер-исследователь по развитию спутниковых навигационных систем Инженер-исследователь по развитию спутниковых навигационных систем Инженер-исследователь по развитию спутниковых навигационных систем Инженер-исследователь по развитию спутниковых навигационных систем Инженер-исследователь по развитию спутниковых навигационных систем Инженер-исследователь по развитию спутниковых навигационных систем Инженер-исследователь по развитию спутниковых навигационных систем Инженер-исследователь по развитию спутниковых навигационных систем Инженер-исследователь по развитию спутниковых навигационных систем Инженер-исследователь по развитию спутниковых навигационных систем Инженер-исследователь по развитию спутниковых навигационных систем Инженер-исследователь по развитию спутниковых навигационных систем Инженер-исследователь по развитию спутниковых навигационных систем Инженер-исследователь по развитию спутниковых навигационных систем Инженер-исследователь по развитию спутниковых навигационных систем Инженер-исследователь по развитию спутниковых навигационных систем Инженер-исследователь по развитию спутниковых навигационных систем Инженер-исследователь по развитию спутниковых навигационных систем Инженер-исследователь по развитию спутниковых навигационных систем Инженер-исследователь по развитию спутниковых навигационных систем,Ракетно-космическая промышленность,"Разработка перспективных методов и технологий глобальных навигационных спутниковых систем (ГНСС), мониторинг навигационных полей ГНСС и их функциональных дополнений (ФД)",875,2017-01-09,Совет по профессиональным квалификациям в области ракетной техники и космической деятельности
16.104,Плиточник,Строительство и ЖКХ,Облицовка поверхностей плиткой,876,2017-01-10,Совет по профессиональным квалификациям в строительстве
16.105,Гранитчик,Строительство и ЖКХ,Отделка поверхностей строительными изделиями из естественно камня,877,2017-01-10,Совет по профессиональным квалификациям в строительстве
25.050,Специалист по разработке и продвижению на рынки научно-технических проектов гражданской тематики в рамках диверсификации деятельности предприятия ракетно-космической промышленности,Ракетно-космическая промышленность,Разработка и продвижение на рынки научно-технических проектов гражданской тематики,878,2017-01-10,Совет по профессиональным квалификациям в области ракетной техники и космической деятельности
16.106,Оператор бетоноукладчика,Строительство и ЖКХ,Выполнение механизированных работ с применением бетоноукладчика,879,2017-01-13,Совет по профессиональным квалификациям в строительстве
